date,open,high,low,close,volume,oi
2024-01-03 00:00:00+05:30,313.85,322.9,310.5,320.6,10234800,20093400
2024-01-04 00:00:00+05:30,321.35,323.0,317.6,319.3,4386600,20550600
2024-01-05 00:00:00+05:30,319.95,322.2,315.4,317.5,4190400,19893600
2024-01-08 00:00:00+05:30,318.5,319.2,312.6,313.6,3787200,19242000
2024-01-09 00:00:00+05:30,315.35,318.7,312.9,315.45,3247200,18885600
2024-01-10 00:00:00+05:30,314.55,325.45,314.0,323.4,11172600,19499400
2024-01-11 00:00:00+05:30,325.75,327.7,322.6,325.15,6840000,19087200
2024-01-12 00:00:00+05:30,326.15,327.3,322.7,325.55,2282400,18932400
2024-01-15 00:00:00+05:30,325.0,329.0,322.85,325.25,3171600,18750600
2024-01-16 00:00:00+05:30,324.9,325.55,317.0,320.5,2669400,18451800
2024-01-17 00:00:00+05:30,317.05,321.75,313.9,316.6,2575800,17782200
2024-01-18 00:00:00+05:30,317.0,317.0,307.2,310.4,2862000,17166600
2024-01-19 00:00:00+05:30,312.5,315.8,308.75,311.4,3632400,16614000
2024-01-20 00:00:00+05:30,313.45,314.0,309.3,309.95,1159200,16214400
2024-01-23 00:00:00+05:30,312.05,315.65,297.1,299.3,12364200,8470800
2024-01-24 00:00:00+05:30,301.1,308.45,298.95,306.7,7948800,2862000
2024-01-25 00:00:00+05:30,306.95,308.0,301.45,305.1,4285800,581400
2024-01-29 00:00:00+05:30,308.5,308.5,301.95,303.15,3205800,16174800
2024-01-30 00:00:00+05:30,304.2,304.75,294.85,296.25,4339800,16407000
2024-01-31 00:00:00+05:30,294.65,305.8,294.65,305.15,3688200,16534800
2024-02-01 00:00:00+05:30,303.35,306.0,302.5,304.25,2178000,16624800
2024-02-02 00:00:00+05:30,306.35,309.0,304.4,305.95,2485800,16907400
2024-02-05 00:00:00+05:30,306.7,311.85,302.6,303.35,5409000,17758800
2024-02-06 00:00:00+05:30,300.15,300.15,286.8,289.4,7331400,17870400
2024-02-07 00:00:00+05:30,291.1,292.8,287.75,289.2,2530800,17623800
2024-02-08 00:00:00+05:30,290.2,292.5,287.7,288.45,2120400,17422200
2024-02-09 00:00:00+05:30,289.1,289.95,285.45,287.6,2332800,17321400
2024-02-12 00:00:00+05:30,287.85,289.1,283.4,284.25,3162600,17071200
2024-02-13 00:00:00+05:30,284.75,287.05,282.7,285.95,2086200,16941600
2024-02-14 00:00:00+05:30,283.1,286.85,282.0,286.05,2201400,17062200
2024-02-15 00:00:00+05:30,284.95,292.4,280.8,283.75,5351400,16702200
2024-02-16 00:00:00+05:30,283.65,286.45,283.5,284.95,2269800,16137000
2024-02-19 00:00:00+05:30,285.75,292.6,285.4,291.05,2836800,15552000
2024-02-20 00:00:00+05:30,289.9,292.5,288.75,290.7,1641600,15251400
2024-02-21 00:00:00+05:30,291.5,291.9,288.5,290.2,1945800,14961600
2024-02-22 00:00:00+05:30,290.85,293.9,289.25,293.25,2228400,14767200
2024-02-23 00:00:00+05:30,293.45,297.65,292.15,293.95,4109400,13638600
2024-02-26 00:00:00+05:30,291.15,293.55,286.15,287.7,4989600,11034000
2024-02-27 00:00:00+05:30,289.8,296.75,289.8,291.05,6384600,7644600
2024-02-28 00:00:00+05:30,292.2,296.0,289.1,291.7,6991200,2968200
2024-02-29 00:00:00+05:30,290.55,292.15,285.2,291.25,4314600,433800
2024-03-01 00:00:00+05:30,293.95,298.75,293.0,297.5,3976200,16399800
2024-03-02 00:00:00+05:30,297.75,304.0,297.55,303.45,1836000,16549200
2024-03-04 00:00:00+05:30,302.95,304.9,299.4,301.1,3144600,16997400
2024-03-05 00:00:00+05:30,300.55,301.25,295.5,296.6,1814400,17337600
2024-03-06 00:00:00+05:30,296.4,297.3,290.2,293.1,3686400,17886600
2024-03-07 00:00:00+05:30,293.3,298.3,291.65,292.3,3717000,17854200
2024-03-11 00:00:00+05:30,291.9,294.35,288.7,289.8,2136600,17857800
2024-03-12 00:00:00+05:30,289.75,291.45,286.8,287.7,2952000,17139600
2024-03-13 00:00:00+05:30,288.6,290.15,273.85,278.5,5032800,16732800
2024-03-14 00:00:00+05:30,279.5,285.25,276.75,281.05,2820600,16527600
2024-03-15 00:00:00+05:30,281.5,286.5,275.9,277.4,4620600,17033400
2024-03-18 00:00:00+05:30,277.25,279.0,269.0,272.95,3439800,17460000
2024-03-19 00:00:00+05:30,273.85,273.85,267.25,267.85,3054600,17857800
2024-03-20 00:00:00+05:30,268.0,268.85,263.2,265.85,3994200,17067600
2024-03-21 00:00:00+05:30,266.6,271.3,266.6,270.75,3040200,16558200
2024-03-22 00:00:00+05:30,265.0,271.85,263.25,270.3,5252400,14031000
2024-03-26 00:00:00+05:30,270.95,273.4,270.25,272.1,7608600,8965800
2024-03-27 00:00:00+05:30,272.6,272.6,264.95,266.1,7018200,4361400
2024-03-28 00:00:00+05:30,266.1,271.0,263.05,267.3,6298200,855000
2024-04-01 00:00:00+05:30,271.9,272.8,270.7,272.15,2219400,21922200
2024-04-02 00:00:00+05:30,273.75,284.4,272.7,281.95,10891800,23563800
2024-04-03 00:00:00+05:30,283.5,286.25,278.6,282.5,5893200,23050800
2024-04-04 00:00:00+05:30,281.0,284.15,280.05,281.5,3247200,22928400
2024-04-05 00:00:00+05:30,281.25,284.0,279.9,281.9,2878200,22797000
2024-04-08 00:00:00+05:30,282.85,291.85,282.75,290.65,11151000,22276800
2024-04-09 00:00:00+05:30,291.0,293.4,287.15,287.9,4352400,21355200
2024-04-10 00:00:00+05:30,287.3,292.0,286.7,290.65,3508200,21045600
2024-04-12 00:00:00+05:30,288.0,301.45,287.55,299.1,13053600,18304200
2024-04-15 00:00:00+05:30,298.05,300.3,291.75,292.9,5522400,18077400
2024-04-16 00:00:00+05:30,291.2,294.65,287.65,289.3,4640400,17182800
2024-04-18 00:00:00+05:30,290.85,299.85,290.8,297.4,6651000,16394400
2024-04-19 00:00:00+05:30,294.5,301.2,292.4,297.35,5990400,16601400
2024-04-22 00:00:00+05:30,299.8,309.65,297.5,306.85,9921600,13305600
2024-04-23 00:00:00+05:30,307.25,311.8,302.95,308.3,8064000,8335800
2024-04-24 00:00:00+05:30,308.95,314.65,308.9,311.45,8670600,2950200
2024-04-25 00:00:00+05:30,311.55,312.15,306.8,309.9,4615200,655200
2024-04-26 00:00:00+05:30,311.2,319.6,311.0,315.8,5322600,16462800
2024-04-29 00:00:00+05:30,316.55,317.95,313.9,316.25,1765800,16362000
2024-04-30 00:00:00+05:30,319.7,322.0,316.7,320.4,4923000,16264800
2024-05-02 00:00:00+05:30,323.8,333.65,322.65,326.7,12027600,17375400
2024-05-03 00:00:00+05:30,327.75,331.7,323.8,328.0,5718600,16448400
