date,open,high,low,close,volume,oi
2024-01-03 00:00:00+05:30,282.5,289.4,280.05,287.0,11920000,52227500
2024-01-04 00:00:00+05:30,287.5,289.4,284.45,288.25,12342500,52722500
2024-01-05 00:00:00+05:30,292.25,294.65,284.5,289.15,19032500,54877500
2024-01-08 00:00:00+05:30,288.1,290.95,282.4,286.0,12567500,56667500
2024-01-09 00:00:00+05:30,288.05,293.0,280.7,281.65,16022500,56817500
2024-01-10 00:00:00+05:30,279.7,288.15,273.7,285.15,19600000,58635000
2024-01-11 00:00:00+05:30,285.15,302.15,285.15,296.15,28407500,59075000
2024-01-12 00:00:00+05:30,298.0,299.1,291.8,293.25,16545000,59185000
2024-01-15 00:00:00+05:30,297.25,297.25,287.95,293.15,11795000,58837500
2024-01-16 00:00:00+05:30,293.1,295.9,285.5,294.7,23657500,53217500
2024-01-17 00:00:00+05:30,287.7,292.75,279.75,283.75,19842500,52112500
2024-01-18 00:00:00+05:30,282.3,287.65,262.8,271.1,42012500,44485000
2024-01-19 00:00:00+05:30,272.2,275.1,257.9,264.0,44275000,33585000
2024-01-20 00:00:00+05:30,263.0,277.0,262.1,268.7,4765000,29315000
2024-01-23 00:00:00+05:30,271.0,271.8,245.75,254.2,5637500,24767500
2024-01-24 00:00:00+05:30,254.35,261.85,249.25,260.8,6320000,21087500
2024-01-25 00:00:00+05:30,261.8,263.4,251.45,254.6,29617500,2637500
2024-01-29 00:00:00+05:30,258.05,260.9,254.2,256.8,13742500,53100000
2024-01-30 00:00:00+05:30,258.1,265.1,255.65,256.75,14385000,55037500
2024-01-31 00:00:00+05:30,256.25,262.55,253.05,261.6,12727500,54685000
2024-02-01 00:00:00+05:30,262.0,269.7,253.9,268.15,29095000,59265000
2024-02-02 00:00:00+05:30,270.0,274.1,264.9,266.3,23305000,61205000
2024-02-05 00:00:00+05:30,266.35,281.0,262.65,266.55,41395000,66287500
2024-02-06 00:00:00+05:30,265.6,269.0,260.25,266.55,12192500,67242500
2024-02-07 00:00:00+05:30,266.4,271.25,260.9,263.15,13385000,68215000
2024-02-08 00:00:00+05:30,264.4,269.0,254.75,257.0,17622500,66807500
2024-02-09 00:00:00+05:30,258.0,263.7,252.75,261.2,14137500,65790000
2024-02-12 00:00:00+05:30,261.9,263.0,242.7,244.1,16670000,65105000
2024-02-13 00:00:00+05:30,244.0,256.45,242.2,251.85,20227500,64507500
2024-02-14 00:00:00+05:30,245.05,255.75,244.6,254.85,10657500,64867500
2024-02-15 00:00:00+05:30,256.4,263.6,254.5,260.4,18782500,60700000
2024-02-16 00:00:00+05:30,268.8,268.95,259.9,263.65,14992500,59962500
2024-02-19 00:00:00+05:30,263.0,265.95,259.75,261.15,11500000,59312500
2024-02-20 00:00:00+05:30,261.25,269.75,260.15,263.4,44360000,49420000
2024-02-21 00:00:00+05:30,264.0,266.0,254.75,258.2,2912500,46517500
2024-02-22 00:00:00+05:30,257.55,267.6,256.1,266.55,3872500,42647500
2024-02-23 00:00:00+05:30,272.65,273.65,265.0,268.45,3722500,38927500
2024-02-26 00:00:00+05:30,268.0,274.8,267.0,273.55,4012500,35645000
2024-02-27 00:00:00+05:30,274.3,275.7,262.75,266.25,30442500,17730000
2024-02-28 00:00:00+05:30,266.75,268.95,254.4,255.9,13822500,11745000
2024-02-29 00:00:00+05:30,256.1,268.8,254.55,260.4,16922500,2995000
2024-03-01 00:00:00+05:30,267.0,272.55,259.1,268.55,19282500,60435000
2024-03-02 00:00:00+05:30,270.45,273.1,269.1,271.95,2310000,60355000
2024-03-04 00:00:00+05:30,273.0,279.25,271.9,274.95,18530000,60872500
2024-03-05 00:00:00+05:30,274.95,275.0,255.45,256.7,44500000,65937500
2024-03-06 00:00:00+05:30,256.3,259.0,247.6,253.85,30107500,65335000
2024-03-07 00:00:00+05:30,257.35,261.95,256.05,257.1,15835000,63450000
2024-03-11 00:00:00+05:30,257.85,257.85,248.0,249.0,13647500,64185000
2024-03-12 00:00:00+05:30,249.0,253.25,244.5,251.05,16592500,65087500
2024-03-13 00:00:00+05:30,250.5,251.5,228.85,231.2,25145000,67405000
2024-03-14 00:00:00+05:30,229.7,237.0,225.55,227.75,3182500,64225000
2024-03-15 00:00:00+05:30,230.0,232.9,221.5,225.4,1540000,62685000
2024-03-18 00:00:00+05:30,229.95,230.8,223.0,227.0,535000,62150000
2024-03-19 00:00:00+05:30,224.65,229.85,220.1,228.7,905000,61245000
2024-03-20 00:00:00+05:30,228.9,234.9,224.0,234.4,1035000,60210000
2024-03-21 00:00:00+05:30,237.4,245.0,236.5,244.0,3052500,58185000
2024-03-22 00:00:00+05:30,243.95,247.0,241.3,243.05,40672500,31917500
2024-03-26 00:00:00+05:30,242.95,245.7,240.65,240.95,15687500,22057500
2024-03-27 00:00:00+05:30,243.1,243.1,236.75,238.25,15565000,11822500
2024-03-28 00:00:00+05:30,240.95,245.9,238.15,240.2,19177500,1865000
2024-04-01 00:00:00+05:30,243.35,250.0,243.0,249.1,11995000,61745000
2024-04-02 00:00:00+05:30,248.0,253.35,248.0,252.5,12365000,62662500
2024-04-03 00:00:00+05:30,252.5,255.65,249.45,254.35,14222500,63920000
2024-04-04 00:00:00+05:30,258.5,268.5,253.1,255.8,55127500,62077500
2024-04-05 00:00:00+05:30,256.5,259.15,253.3,255.8,15595000,61930000
2024-04-08 00:00:00+05:30,257.4,259.95,254.75,256.55,10762500,61827500
2024-04-09 00:00:00+05:30,258.4,263.45,255.05,259.95,18622500,61785000
2024-04-10 00:00:00+05:30,260.95,263.65,259.7,260.85,13217500,62290000
2024-04-12 00:00:00+05:30,259.2,263.1,257.05,259.3,13112500,62960000
2024-04-15 00:00:00+05:30,254.0,256.6,248.25,251.25,11792500,61555000
2024-04-16 00:00:00+05:30,247.2,250.05,241.95,244.25,14007500,61597500
2024-04-18 00:00:00+05:30,245.05,253.0,244.1,246.15,14395000,57085000
2024-04-19 00:00:00+05:30,242.9,254.8,237.05,254.05,29705000,46682500
2024-04-22 00:00:00+05:30,256.6,260.7,256.45,258.8,15067500,40190000
2024-04-23 00:00:00+05:30,258.75,265.75,257.65,263.4,28622500,23870000
2024-04-24 00:00:00+05:30,264.9,265.6,261.35,262.9,22415000,8037500
2024-04-25 00:00:00+05:30,260.05,266.6,260.0,263.45,14477500,1935000
2024-04-26 00:00:00+05:30,266.35,271.15,265.45,267.95,19482500,70870000
2024-04-29 00:00:00+05:30,268.95,270.0,258.2,265.15,32482500,67327500
2024-04-30 00:00:00+05:30,264.25,266.9,259.5,261.75,14060000,64070000
2024-05-02 00:00:00+05:30,262.5,270.3,260.65,269.3,20612500,61460000
2024-05-03 00:00:00+05:30,271.4,274.2,263.85,266.75,23115000,59362500
2024-05-06 00:00:00+05:30,267.35,267.35,255.15,255.8,12982500,58337500
2024-05-07 00:00:00+05:30,257.0,257.2,246.5,247.45,10795000,58017500
2024-05-08 00:00:00+05:30,245.95,254.15,244.0,248.65,15142500,54987500
2024-05-09 00:00:00+05:30,248.55,250.65,239.8,240.95,10785000,55187500
2024-05-10 00:00:00+05:30,241.05,247.3,238.75,244.55,8782500,54265000
2024-05-13 00:00:00+05:30,244.55,248.5,238.5,246.7,9640000,53272500
2024-05-14 00:00:00+05:30,248.5,253.0,245.35,250.4,11957500,52787500
2024-05-15 00:00:00+05:30,251.1,253.55,249.7,250.3,6610000,52275000
2024-05-16 00:00:00+05:30,252.85,253.9,247.9,252.9,9232500,51130000
2024-05-17 00:00:00+05:30,254.5,255.3,251.2,252.25,5337500,50390000
2024-05-18 00:00:00+05:30,252.75,253.15,251.4,252.3,372500,50340000
2024-05-21 00:00:00+05:30,252.5,254.8,250.55,251.1,4842500,50740000
2024-05-22 00:00:00+05:30,250.9,252.85,249.0,252.0,4735000,51107500
2024-05-23 00:00:00+05:30,252.8,256.6,250.2,255.05,12900000,50042500
2024-05-24 00:00:00+05:30,255.05,257.05,252.2,255.3,8620000,46490000
2024-05-27 00:00:00+05:30,256.05,257.25,252.75,254.25,22295000,31495000
2024-05-28 00:00:00+05:30,254.5,255.15,249.55,251.8,16890000,19212500
2024-05-29 00:00:00+05:30,250.7,253.4,248.1,248.7,11640000,11102500
2024-05-30 00:00:00+05:30,248.75,249.9,241.75,242.65,15987500,2085000
2024-05-31 00:00:00+05:30,246.0,250.2,244.4,247.75,8632500,51030000
