date,open,high,low,close,volume,oi
2024-01-03 00:00:00+05:30,1466.55,1466.55,1429.45,1431.3,3345300,12540500
2024-01-04 00:00:00+05:30,1436.0,1442.0,1415.6,1418.45,4193700,12847100
2024-01-05 00:00:00+05:30,1420.25,1433.85,1415.0,1428.85,3145800,13160700
2024-01-08 00:00:00+05:30,1427.65,1447.1,1425.6,1436.5,4985400,13658400
2024-01-09 00:00:00+05:30,1451.95,1475.5,1446.15,1457.65,7040600,14211400
2024-01-10 00:00:00+05:30,1469.75,1502.05,1461.15,1487.55,9145500,14556500
2024-01-11 00:00:00+05:30,1495.0,1495.4,1466.5,1477.55,5286400,14879200
2024-01-12 00:00:00+05:30,1501.9,1548.0,1490.0,1537.0,16086000,17128300
2024-01-15 00:00:00+05:30,1605.0,1610.1,1565.0,1576.85,18867100,15818600
2024-01-16 00:00:00+05:30,1574.4,1579.75,1526.05,1543.25,7240100,14725200
2024-01-17 00:00:00+05:30,1526.1,1573.45,1500.05,1564.55,5609800,14126000
2024-01-18 00:00:00+05:30,1560.7,1571.75,1527.3,1558.4,5100200,13226500
2024-01-19 00:00:00+05:30,1568.15,1588.8,1558.85,1567.2,4730600,12583900
2024-01-20 00:00:00+05:30,1581.0,1581.0,1536.0,1542.15,1878800,12394900
2024-01-23 00:00:00+05:30,1552.05,1565.1,1517.85,1523.35,9138500,7296800
2024-01-24 00:00:00+05:30,1523.5,1578.65,1519.85,1574.1,7294000,3657500
2024-01-25 00:00:00+05:30,1570.15,1570.15,1535.15,1547.55,4527600,1434300
2024-01-29 00:00:00+05:30,1554.65,1595.0,1553.85,1580.05,4166400,12299700
2024-01-30 00:00:00+05:30,1596.0,1604.7,1566.0,1569.85,2573200,12198900
2024-01-31 00:00:00+05:30,1572.6,1589.5,1554.15,1582.9,2209900,12380900
2024-02-01 00:00:00+05:30,1573.65,1602.95,1573.65,1582.2,3039400,12301100
2024-02-02 00:00:00+05:30,1588.0,1619.05,1585.7,1594.0,4402300,11898600
2024-02-05 00:00:00+05:30,1594.5,1598.45,1558.7,1563.0,2054500,12087600
2024-02-06 00:00:00+05:30,1563.35,1629.0,1563.3,1626.0,6220200,11839800
2024-02-07 00:00:00+05:30,1636.0,1636.0,1600.7,1617.0,4151000,12144300
2024-02-08 00:00:00+05:30,1618.8,1646.6,1618.8,1633.6,4538100,12209400
2024-02-09 00:00:00+05:30,1633.1,1646.8,1615.75,1631.45,2844800,11962300
2024-02-12 00:00:00+05:30,1640.85,1682.65,1639.7,1664.25,7219800,13618500
2024-02-13 00:00:00+05:30,1666.1,1669.75,1645.6,1664.65,2750300,13753600
2024-02-14 00:00:00+05:30,1653.05,1675.25,1623.1,1670.8,3106600,13814500
2024-02-15 00:00:00+05:30,1684.0,1695.0,1656.05,1669.35,3448900,13638800
2024-02-16 00:00:00+05:30,1672.1,1679.0,1654.2,1673.3,2746800,13259400
2024-02-19 00:00:00+05:30,1668.9,1685.4,1663.05,1677.85,1532300,13221600
2024-02-20 00:00:00+05:30,1668.25,1674.75,1646.15,1661.7,2271500,12802300
2024-02-21 00:00:00+05:30,1660.9,1662.75,1635.95,1639.1,2340800,12451600
2024-02-22 00:00:00+05:30,1639.8,1687.0,1639.15,1683.35,4891600,12455100
2024-02-23 00:00:00+05:30,1692.35,1694.0,1666.0,1668.2,3266900,11770500
2024-02-26 00:00:00+05:30,1663.55,1668.8,1642.75,1653.0,4752300,9017400
2024-02-27 00:00:00+05:30,1657.8,1669.95,1652.4,1660.3,5693800,5303200
2024-02-28 00:00:00+05:30,1666.3,1673.2,1645.45,1652.25,4326700,2174200
2024-02-29 00:00:00+05:30,1642.25,1672.7,1638.0,1662.45,2473100,700700
2024-03-01 00:00:00+05:30,1681.0,1684.05,1648.5,1651.5,3703700,13448400
2024-03-02 00:00:00+05:30,1656.15,1659.95,1652.35,1654.8,284900,13442800
