DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
06-Oct-2025,EQ,"868.00","875.30","862.80","867.30","873.80","874.05","868.71","880.50","680.00",7820352,"6,79,36,31,063.50",164571
03-Oct-2025,EQ,"865.15","873.00","863.80","864.10","867.70","867.30","867.43","880.50","680.00",8019442,"6,95,62,90,461.70",154834
01-Oct-2025,EQ,"872.30","876.45","862.80","872.45","865.15","864.10","866.79","880.50","680.00",10832384,"9,38,94,46,664.65",218205
30-Sep-2025,EQ,"869.95","877.60","867.60","870.75","873.70","872.45","873.54","880.50","680.00",12831593,"11,20,88,95,455.70",205386
29-Sep-2025,EQ,"858.05","873.50","856.00","856.95","870.25","870.75","868.13","880.50","680.00",22641712,"19,65,59,96,220.15",192001
26-Sep-2025,EQ,"862.00","864.35","853.00","861.15","857.00","856.95","857.34","880.50","680.00",6959545,"5,96,66,77,885.80",158616
25-Sep-2025,EQ,"866.55","870.15","859.95","866.20","861.45","861.15","864.66","880.50","680.00",8678821,"7,50,41,97,402.95",190936
24-Sep-2025,EQ,"876.00","880.50","864.45","870.60","866.15","866.20","872.28","880.50","680.00",12840160,"11,20,02,49,246.85",219731
23-Sep-2025,EQ,"854.60","874.25","851.20","855.25","869.60","870.60","866.65","875.45","680.00",14357863,"12,44,31,85,268.45",218373
22-Sep-2025,EQ,"862.00","868.20","854.00","862.35","854.70","855.25","860.89","875.45","680.00",6594034,"5,67,67,37,180.15",158066
19-Sep-2025,EQ,"852.00","864.45","849.30","854.35","862.55","862.35","861.00","875.45","680.00",15206426,"13,09,27,18,216.85",246465
18-Sep-2025,EQ,"858.65","860.80","851.10","857.15","854.10","854.35","855.42","875.45","680.00",10400847,"8,89,70,51,776.00",261925
17-Sep-2025,EQ,"834.30","858.15","831.00","831.55","856.90","857.15","847.27","875.45","680.00",17243938,"14,61,03,49,915.40",240034
16-Sep-2025,EQ,"825.10","833.00","821.65","824.75","832.65","831.55","829.33","875.45","680.00",9467531,"7,85,17,53,614.45",176946
15-Sep-2025,EQ,"823.55","827.80","821.10","823.55","824.00","824.75","824.82","875.45","680.00",3852494,"3,17,76,18,594.55",112933
12-Sep-2025,EQ,"824.10","825.80","819.80","823.65","823.20","823.55","822.85","875.45","680.00",5078018,"4,17,84,28,627.05",97209
11-Sep-2025,EQ,"819.10","825.70","819.00","818.20","824.60","823.65","823.20","875.45","680.00",7425055,"6,11,22,87,855.00",127782
10-Sep-2025,EQ,"812.00","824.60","810.40","808.85","818.45","818.20","818.64","875.45","680.00",7285853,"5,96,44,83,743.85",106322
09-Sep-2025,EQ,"812.00","812.35","805.60","808.80","808.00","808.85","808.44","875.45","680.00",4567272,"3,69,23,46,687.10",104998
08-Sep-2025,EQ,"808.00","813.85","806.80","806.60","808.00","808.80","810.20","875.45","680.00",4614227,"3,73,84,54,020.95",121620
05-Sep-2025,EQ,"811.50","812.50","803.65","809.40","806.95","806.60","807.29","875.45","680.00",5194842,"4,19,37,21,391.00",102729
04-Sep-2025,EQ,"814.65","816.75","808.00","812.15","809.85","809.40","811.23","875.45","680.00",4471950,"3,62,77,64,983.40",96652
03-Sep-2025,EQ,"804.30","813.30","803.00","803.90","813.00","812.15","810.40","875.45","680.00",4261589,"3,45,35,82,134.40",87672
02-Sep-2025,EQ,"806.30","810.50","802.65","806.05","803.75","803.90","806.45","875.45","680.00",5075460,"4,09,31,29,116.75",106989
01-Sep-2025,EQ,"803.10","808.30","802.65","802.50","805.50","806.05","805.30","875.45","680.00",5619805,"4,52,56,56,654.45",128697
29-Aug-2025,EQ,"800.70","806.70","798.50","801.95","802.40","802.50","803.00","875.45","680.00",6861440,"5,50,97,12,391.70",127449
28-Aug-2025,EQ,"807.25","811.00","800.65","807.85","802.90","801.95","806.19","875.45","680.00",7898436,"6,36,76,29,468.00",163534
26-Aug-2025,EQ,"814.85","815.85","806.75","816.45","808.40","807.85","810.30","875.45","680.00",6997817,"5,67,03,32,537.10",127200
25-Aug-2025,EQ,"817.45","820.50","814.20","816.25","816.50","816.45","817.57","875.45","680.00",5672898,"4,63,79,81,705.05",176881
22-Aug-2025,EQ,"824.00","826.00","815.70","825.70","816.80","816.25","819.33","875.45","680.00",5097647,"4,17,66,41,494.85",141389
21-Aug-2025,EQ,"828.95","833.25","824.05","828.95","824.05","825.70","828.67","875.45","680.00",4402511,"3,64,82,16,255.50",108762
20-Aug-2025,EQ,"828.70","831.90","827.40","830.40","828.90","828.95","829.56","875.45","680.00",4493888,"3,72,79,70,038.65",89785
19-Aug-2025,EQ,"827.50","831.00","825.80","827.65","829.15","830.40","829.06","875.45","680.00",5076681,"4,20,88,57,802.10",110280
18-Aug-2025,EQ,"836.00","838.00","825.15","826.55","826.20","827.65","829.82","875.45","680.00",6138124,"5,09,35,38,559.75",136179
14-Aug-2025,EQ,"822.00","828.00","819.10","821.85","825.50","826.55","826.02","875.45","680.00",7087573,"5,85,44,78,307.95",152716
13-Aug-2025,EQ,"822.65","824.95","820.65","820.60","821.55","821.85","822.38","875.45","680.00",4447508,"3,65,75,29,878.05",85625
12-Aug-2025,EQ,"824.95","825.50","820.00","823.45","821.10","820.60","823.09","875.45","680.00",7986728,"6,57,37,58,560.40",224361
11-Aug-2025,EQ,"808.00","825.00","808.00","804.30","820.80","823.45","820.82","875.45","680.00",15236297,"12,50,62,19,350.05",287439
08-Aug-2025,EQ,"805.00","807.80","790.00","805.15","802.50","804.30","801.59","875.45","680.00",15708181,"12,59,15,58,509.55",277397
07-Aug-2025,EQ,"801.10","806.65","793.40","805.15","805.60","805.15","799.81","875.45","680.00",7091392,"5,67,17,67,724.35",134092
06-Aug-2025,EQ,"800.95","810.20","799.00","800.60","804.80","805.15","804.39","875.45","680.00",7409396,"5,96,00,18,370.35",120510
05-Aug-2025,EQ,"798.00","804.05","796.30","795.70","800.50","800.60","800.20","875.45","680.00",7381537,"5,90,66,92,588.80",174330
04-Aug-2025,EQ,"794.50","797.20","786.55","794.00","796.80","795.70","792.44","875.45","680.00",8820724,"6,98,98,58,237.10",169176
01-Aug-2025,EQ,"795.70","801.00","792.00","796.55","792.95","794.00","795.49","889.10","680.00",15468391,"12,30,49,83,591.85",180563
31-Jul-2025,EQ,"795.10","803.80","792.55","801.65","796.00","796.55","798.31","889.10","680.00",11359112,"9,06,80,69,397.05",185101
30-Jul-2025,EQ,"798.95","803.40","796.20","799.20","800.00","801.65","800.75","889.10","680.00",8743723,"7,00,15,26,821.20",119582
29-Jul-2025,EQ,"796.20","800.00","793.10","797.15","798.85","799.20","797.21","889.10","680.00",7833759,"6,24,51,23,153.40",133563
28-Jul-2025,EQ,"806.55","808.95","796.00","806.55","796.55","797.15","801.77","889.10","680.00",7734158,"6,20,10,51,607.25",243443
25-Jul-2025,EQ,"815.00","819.20","805.50","815.70","805.90","806.55","810.72","895.00","680.00",6734439,"5,45,97,44,200.85",155026
24-Jul-2025,EQ,"820.00","821.95","810.65","820.65","816.50","815.70","815.53","895.00","680.00",10118309,"8,25,17,55,595.70",197128
